male weight,female weight,male height,female height,breed
43.820261729838322,28.548619124656494,61.994707432160844,63.674955055629589,german shepherd
37.000786041836115,23.31271903061776,60.416922498316303,58.967541854821491,german shepherd
39.893689920528693,19.315400583883786,66.834000618602502,56.506618365200318,german shepherd
46.204465996007286,24.188725854174752,62.976622510193025,58.583874090130742,german shepherd
44.337789950749837,19.002444383487159,62.055474015878509,58.750742732518979,german shepherd
30.113610600617946,31.121949651720566,59.787437202460204,60.592086277144546,german shepherd
39.750442087627945,39.457431010988287,64.930655832103113,54.951937800979209,german shepherd
34.243213958511511,32.059275817651788,66.078679210112483,56.319439150094361,german shepherd
34.48390574103221,25.59381030283544,61.887317391852015,57.857483188274173,german shepherd
37.052992509691862,27.083532538014424,60.941865474719904,55.839063603640312,german shepherd
35.720217855804393,32.769598345730721,61.510002834985904,59.997925663585335,german shepherd
42.271367534814878,23.995424817916415,59.103693994295625,55.692443295309545,german shepherd
38.805188625734971,27.664686335512013,65.806506319167426,55.189328916545321,german shepherd
35.608375082464143,16.150127863317053,62.508609846085548,55.859102782428138,german shepherd
37.219316163727129,21.417205617524477,62.499508074728624,62.036981308288688,german shepherd
36.668371636871335,24.153159971718544,66.33425988852612,60.120290854448143,german shepherd
42.470395365788029,30.181333500532592,60.567294380439321,58.990979962677621,german shepherd
33.974208681170992,23.161753851789996,61.496862657072292,58.290260967895129,german shepherd
36.565338508254506,30.092397416642928,62.211608089068356,53.573739326229855,german shepherd
30.729521303491374,27.915806100778429,65.028888622469978,49.879381529143835,german shepherd
22.235050920829607,36.29675636497123,66.28308880513994,53.77210782153017,german shepherd
38.268092977201803,21.622426825377367,64.792671552994804,56.094995775131821,german shepherd
39.322180994297526,16.903901445777066,64.322232679469636,53.55943314641226,german shepherd
31.28917489796779,14.812677711170704,63.880080357526161,56.801945831410727,german shepherd
46.348773119938038,26.257182450571051,55.491914788387533,57.454238608000907,german shepherd
27.728171627006176,32.755757308054925,61.509867054574684,56.643142756585242,german shepherd
35.228792586507232,27.926616916991929,60.71714094479033,58.581414877060816,german shepherd
34.064080749870833,30.292304630858741,65.752084171753097,57.710485203851462,german shepherd
42.663896071792287,26.75231949052413,61.117835517951889,53.60082059267495,german shepherd
42.346793849501424,28.186994247611985,67.677243524761266,51.511381703974472,german shepherd
35.774737128484581,19.442098384292301,61.585229174766489,59.162620991422216,german shepherd
36.890812598010868,36.661851663320476,60.255924895859813,59.791207949626141,german shepherd
30.561071261849435,29.412110170109269,66.1123412025524,55.751058272233742,german shepherd
25.096017658880363,20.421084755077807,62.93235463541177,59.398151562233139,german shepherd
33.260439253369235,17.181924686682336,63.206721240709221,62.413498679166679,german shepherd
35.781744845519903,29.665340919217776,65.227173908163024,62.944682021907106,german shepherd
41.151453403638605,26.453383915102421,61.996629595891122,60.91982026499133,german shepherd
41.011899243922059,25.584082902729161,60.798285612326701,58.296180823999471,german shepherd
33.063365912960236,34.168719227046921,64.508187559333422,54.061564653961746,german shepherd
33.488486247123319,24.156913798252333,61.644590425073652,56.147820016852812,german shepherd
29.757235174664537,22.750767684933916,61.318777894502382,54.1894343488676,german shepherd
27.899910314105124,30.622232483855321,60.769357754602886,57.378437444628659,german shepherd
26.468649046874937,30.02949173988123,62.383321840703324,53.814207720648696,german shepherd
44.753876976158949,20.548707595537373,60.95104977937666,52.735069999891167,german shepherd
32.451739091241734,30.947165532334072,64.673815018818118,58.646253772097161,german shepherd
32.809628491944068,36.804568721572338,62.132792868085076,54.109243755254262,german shepherd
28.73602319975037,25.32230095527969,63.320229407669906,52.243235593403114,german shepherd
38.887451779159548,23.961939073311118,59.092391251142743,53.459938297713535,german shepherd
26.930510762210243,23.363790594810794,64.519585757632015,55.472038582177404,german shepherd
33.936298598930158,31.257043355861896,64.151660072754979,59.208293818184053,german shepherd
30.522667194031623,31.442082900923847,64.447125112841704,58.35787919288682,german shepherd
36.93451248929631,21.443383442941318,66.268300631896352,60.169802697536632,german shepherd
32.445974312155634,32.689221825257789,63.44894051421111,58.491831459553318,german shepherd
29.096839079387941,33.377746397052647,64.129823872292121,60.936905848843246,german shepherd
34.859088858306727,28.472997058836846,63.380000395888821,52.686897421351844,german shepherd
37.141659352652091,16.071602367693696,61.290652785068396,53.59464138823288,german shepherd
35.332586111915838,30.961887264974379,62.160642825328544,58.391758493726087,german shepherd
36.512359488698905,18.874792885842044,62.162571426684259,57.902304833445307,german shepherd
31.828389531595182,30.699153589240623,65.013340539289345,56.350556399551522,german shepherd
33.186294170064308,32.071345538260879,60.364186276402471,53.714580142275054,german shepherd
31.637697761120243,31.791040501396083,58.013086396652824,58.08286965720778,german shepherd
33.202234192297297,13.923145371199341,64.957276641345246,54.345311947703387,german shepherd
30.93426858977773,23.359345861233393,64.506937400361494,55.621985616373415,german shepherd
26.368586988341615,30.71249233594995,61.331509109013041,54.958442454823043,german shepherd
35.887130711268767,26.589280199417676,58.964417670850274,56.233448725292405,german shepherd
32.991095318958692,19.375490635178458,59.700016376484051,62.285660317749645,german shepherd
26.849008265169779,24.809104742576601,64.717991679578574,60.763794252607539,german shepherd
37.313911277628868,26.973041705650758,62.690705127145378,56.604398651649944,german shepherd
30.463508178083789,18.43957568980796,65.557821952834246,58.352599698200422,german shepherd
35.259726978980694,35.527931512434044,60.835909202515559,59.289908476509538,german shepherd
38.645452810887683,31.055949313812391,61.64681564036816,55.243417300246627,german shepherd
35.644914553787054,27.74680456176468,61.238360034157516,59.76542543205084,german shepherd
40.697003422716506,23.32272159244582,63.318933383774137,54.101550888893641,german shepherd
28.825870898231738,25.43516736333488,65.35596697875738,58.141118408846694,german shepherd
37.011708205887743,23.73291892827368,64.366328622514231,59.092876331532942,german shepherd
31.575949545298435,22.043871315024568,66.977640339158214,58.626809626382261,german shepherd
30.646014254090591,27.74483190349294,62.318657225515089,62.639633594447723,german shepherd
32.105751676177924,32.516618004475745,65.61920486183439,58.668625201147975,german shepherd
33.442237339363139,26.049756007092679,62.677857445974631,58.502230253587946,german shepherd
35.280826711148727,24.938680596681444,57.880566283417288,60.355320769361946,german shepherd
29.174250796083218,27.893100994129682,67.414787180208052,55.548609844919682,german shepherd
39.504132434770938,30.908405764884446,61.897315323902532,59.688665791177286,german shepherd
37.328312198652299,24.376797987172413,62.105489278550486,60.272867825645648,german shepherd
27.318781568613879,20.094516510459638,63.813643990129442,56.314891788507246,german shepherd
42.441260968978,31.727380917700884,57.720822661388851,54.882227053180102,german shepherd
44.479445880152916,20.191544600271286,64.837013531263807,58.924221769065831,german shepherd
40.893897855798251,29.674938157266325,64.614865541667299,61.152728006451866,german shepherd
34.100375820938247,26.520203512960688,62.796161663725002,58.234480412025555,german shepherd
29.646236892447288,22.517965582039764,63.757286167913151,54.101183025441912,german shepherd
40.272258634655685,33.93590717886957,62.004307300479198,58.987095002614296,german shepherd
32.984115265134101,31.98696530736051,64.413839569492794,56.185080905502069,german shepherd
41.112225351912137,29.88233818694588,64.768347390815535,59.244936661523489,german shepherd
36.041374890384304,29.200004192428619,62.993477931765092,64.047008171598705,german shepherd
39.883195182418561,29.377350522409174,65.934620516076876,61.96509324151851,german shepherd
36.78183198587201,22.082113321127117,60.026674879157177,60.95415737683448,german shepherd
38.532865840959744,24.190031440836751,60.027244050729372,58.411482641167616,german shepherd
